loan_percent_income,loan_grade,person_income,person_home_ownership,loan_int_rate,loan_status
0.47,C,31200,RENT,12.29,1
0.18,A,82440,RENT,8.49,0
0.63,C,24000,RENT,12.73,1
0.03,A,105508,MORTGAGE,7.66,0
0.08,B,105600,MORTGAGE,11.49,0
0.24,A,105600,MORTGAGE,6.99,0
0.54,B,28000,RENT,10.99,1
0.14,A,105600,MORTGAGE,7.51,0
0.14,A,105804,MORTGAGE,7.49,0
0.24,B,105897,MORTGAGE,11.36,0
0.03,A,105996,MORTGAGE,7.51,0
0.08,B,105999,MORTGAGE,9.88,0
0.33,A,106000,MORTGAGE,,0
0.52,B,28800,RENT,10.0,1
0.05,C,106000,MORTGAGE,12.98,0
0.11,A,106000,MORTGAGE,6.54,0
0.27,E,94000,MORTGAGE,,1
0.09,A,106000,MORTGAGE,7.14,0
0.16,B,79900,MORTGAGE,11.12,1
0.52,B,29040,RENT,9.62,1
0.5,C,30000,RENT,15.27,1
0.25,B,30000,OWN,11.14,0
0.04,A,106000,MORTGAGE,7.51,0
0.5,C,30000,RENT,12.84,1
0.09,D,106000,MORTGAGE,15.33,0
0.24,F,106000,MORTGAGE,18.09,0
0.48,A,31200,RENT,6.62,1
0.19,B,106226,MORTGAGE,12.18,0
0.11,A,106800,MORTGAGE,5.42,0
0.15,C,106800,MORTGAGE,13.06,0
0.47,C,31680,RENT,12.61,1
0.13,A,106839,MORTGAGE,7.88,0
0.17,B,30000,OWN,11.58,0
0.17,A,30000,OWN,,0
0.06,C,106870,OWN,15.27,0
0.28,B,106921,MORTGAGE,9.99,0
0.23,B,106925,MORTGAGE,12.18,0
0.28,D,106982,MORTGAGE,14.91,0
0.1,A,30000,OWN,9.63,0
0.22,A,107000,MORTGAGE,5.99,0
0.25,D,80750,MORTGAGE,15.99,1
0.47,B,32000,RENT,9.88,1
0.47,C,32000,RENT,11.09,1
0.03,A,107000,MORTGAGE,,0
0.47,C,32240,RENT,13.22,1
0.09,A,107000,MORTGAGE,7.14,0
0.01,A,107000,MORTGAGE,7.4,0
0.21,C,95000,MORTGAGE,13.22,1
0.07,C,107000,MORTGAGE,12.87,0
0.16,C,107000,MORTGAGE,13.47,0
0.5,E,30000,OWN,15.68,1
0.16,F,95000,MORTGAGE,17.03,1
0.06,C,33204,RENT,14.72,0
0.09,A,107004,MORTGAGE,7.29,0
0.06,A,107203,MORTGAGE,7.4,0
0.23,E,107280,MORTGAGE,16.45,0
0.06,C,33600,RENT,,0
0.25,B,30000,OWN,10.96,0
0.19,B,107496,MORTGAGE,12.69,0
0.06,A,33996,RENT,8.0,0
0.15,A,107900,MORTGAGE,8.94,0
0.07,C,108000,OWN,15.27,0
0.04,B,108000,MORTGAGE,12.42,0
0.06,B,34800,RENT,11.71,0
0.06,B,34860,RENT,,0
0.06,A,34884,RENT,6.92,0
0.14,A,108000,MORTGAGE,6.62,0
0.06,B,35000,RENT,9.91,0
0.06,B,35000,RENT,10.59,0
0.04,A,108000,MORTGAGE,,0
0.19,B,108000,MORTGAGE,11.71,0
0.06,C,35000,RENT,13.99,0
0.09,A,108000,MORTGAGE,5.99,0
0.32,A,108000,OWN,8.49,0
0.06,A,108000,MORTGAGE,7.49,0
0.06,C,35000,RENT,12.99,0
0.17,C,30000,OWN,,0
0.17,B,108000,MORTGAGE,,0
0.07,A,108000,MORTGAGE,5.42,0
0.06,A,35064,RENT,8.38,0
0.06,A,35400,RENT,8.49,0
0.07,B,108000,MORTGAGE,9.62,0
0.1,G,96000,MORTGAGE,21.14,1
0.08,A,108000,MORTGAGE,5.79,0
0.08,A,108000,MORTGAGE,5.42,0
0.22,B,108000,MORTGAGE,10.75,0
0.08,B,108000,MORTGAGE,10.38,0
0.09,A,108000,MORTGAGE,7.88,0
0.09,D,108000,MORTGAGE,14.96,0
0.04,A,108000,MORTGAGE,7.14,0
0.06,D,36108,RENT,16.49,0
0.05,A,37000,RENT,5.42,0
0.12,A,108000,MORTGAGE,8.94,0
0.05,B,37000,RENT,11.14,0
0.17,B,108000,MORTGAGE,12.18,0
0.09,C,108000,MORTGAGE,13.57,0
0.05,A,37315,RENT,6.39,0
0.05,B,38000,RENT,11.36,0
0.13,B,108000,MORTGAGE,11.89,0
0.17,C,108000,MORTGAGE,12.53,0
0.09,B,108000,OTHER,9.7,0
0.14,B,108000,MORTGAGE,10.39,0
0.13,C,108060,MORTGAGE,14.27,0
0.05,B,38000,RENT,11.83,0
0.09,A,108288,MORTGAGE,8.49,0
0.05,B,38400,RENT,,0
0.05,A,38400,RENT,7.66,0
0.13,C,108600,MORTGAGE,13.48,0
0.07,C,108600,MORTGAGE,12.87,0
0.14,B,108600,MORTGAGE,12.18,0
0.06,C,32400,RENT,14.35,1
0.05,C,39000,RENT,12.98,0
0.09,C,108960,MORTGAGE,13.57,0
0.11,A,109000,MORTGAGE,7.51,0
0.15,A,109000,MORTGAGE,6.03,0
0.06,C,33500,RENT,13.8,1
0.08,B,109000,MORTGAGE,12.69,0
0.07,A,109000,MORTGAGE,8.9,0
0.06,B,109000,MORTGAGE,11.99,0
0.14,A,109000,MORTGAGE,6.99,0
0.05,A,109000,MORTGAGE,8.49,0
0.18,A,109000,MORTGAGE,6.54,0
0.18,B,109000,MORTGAGE,10.75,0
0.14,B,109000,MORTGAGE,10.25,0
0.14,B,109000,MORTGAGE,11.14,0
0.14,B,97000,MORTGAGE,11.48,1
0.13,A,109000,MORTGAGE,9.63,0
0.06,A,109000,MORTGAGE,7.68,0
0.02,A,109200,MORTGAGE,7.9,0
0.09,A,109200,MORTGAGE,8.63,0
0.03,B,109500,MORTGAGE,10.75,0
0.18,E,109500,MORTGAGE,17.56,0
0.05,B,109500,MORTGAGE,10.95,0
0.18,B,109720,MORTGAGE,10.75,0
0.05,B,39996,RENT,,0
0.05,A,110000,MORTGAGE,6.62,0
0.05,B,40000,RENT,11.71,0
0.45,B,33600,RENT,11.11,1
0.05,B,110000,MORTGAGE,12.69,0
0.44,B,33800,RENT,11.71,1
0.44,D,33996,RENT,14.96,1
0.05,A,40800,RENT,6.62,0
0.01,C,110000,MORTGAGE,13.49,0
0.06,D,34800,RENT,16.89,1
0.07,C,110000,MORTGAGE,,0
0.05,B,42000,RENT,9.25,0
0.09,B,110000,MORTGAGE,12.69,0
0.31,B,28944,OWN,,0
0.25,B,110000,OWN,9.91,0
0.25,A,110000,MORTGAGE,7.51,0
0.05,B,42000,RENT,10.36,0
0.07,B,28872,OWN,10.37,0
0.08,B,110000,MORTGAGE,12.69,0
0.23,B,110000,MORTGAGE,9.91,0
0.05,A,110000,MORTGAGE,6.03,0
0.03,A,110000,MORTGAGE,8.49,0
0.02,A,110000,MORTGAGE,6.99,0
0.08,B,110000,MORTGAGE,,0
0.25,A,110000,MORTGAGE,7.49,0
0.05,A,42870,RENT,5.42,0
0.1,A,110000,MORTGAGE,6.99,0
0.06,B,110000,MORTGAGE,10.59,0
0.05,C,42996,RENT,13.61,0
0.07,B,110000,OWN,,0
0.05,D,37200,RENT,,1
0.09,D,110000,MORTGAGE,15.62,0
0.05,D,37680,RENT,14.96,1
0.13,B,110000,MORTGAGE,9.99,0
0.29,D,83300,MORTGAGE,15.62,1
0.05,A,44000,RENT,7.66,0
0.22,C,110000,MORTGAGE,12.99,0
0.16,C,98000,MORTGAGE,14.79,1
0.05,C,44304,RENT,13.85,0
0.04,C,45000,RENT,13.49,0
0.04,C,45000,RENT,13.99,0
0.05,A,39000,RENT,7.66,1
0.05,B,110000,MORTGAGE,9.63,0
0.04,B,45000,RENT,11.49,0
0.04,B,45000,RENT,,0
0.04,A,110000,MORTGAGE,6.92,0
0.12,D,110000,MORTGAGE,15.28,0
0.08,B,110000,MORTGAGE,11.11,0
0.1,A,110000,MORTGAGE,6.92,0
0.06,B,110000,MORTGAGE,10.37,0
0.16,B,110000,MORTGAGE,10.37,0
0.04,A,45000,RENT,7.51,0
0.11,B,110000,MORTGAGE,10.74,0
0.14,B,110000,MORTGAGE,11.11,0
0.05,D,39000,RENT,14.84,1
0.43,A,28800,OWN,7.51,0
0.04,A,45000,RENT,7.05,0
0.04,C,45500,RENT,13.49,0
0.07,A,110000,MORTGAGE,,0
0.07,C,110000,MORTGAGE,12.98,0
0.16,A,110000,MORTGAGE,,0
0.05,B,110000,MORTGAGE,9.99,0
0.04,A,45600,RENT,,0
0.07,C,110000,MORTGAGE,13.72,0
0.14,A,110000,MORTGAGE,6.17,0
0.04,C,45996,RENT,12.98,0
0.18,C,110000,MORTGAGE,13.72,0
0.04,B,45996,RENT,11.36,0
0.21,C,28800,OWN,,0
0.15,B,110000,OWN,8.88,0
0.07,A,110000,MORTGAGE,6.17,0
0.05,A,110000,MORTGAGE,6.91,0
0.09,A,110000,MORTGAGE,6.54,0
0.05,C,110000,MORTGAGE,12.98,0
0.09,C,110000,OWN,13.35,0
0.05,B,42000,RENT,12.69,1
0.07,C,110000,MORTGAGE,14.35,0
0.14,A,110000,MORTGAGE,7.88,0
0.04,D,110000,MORTGAGE,14.84,0
0.11,A,110000,MORTGAGE,7.14,0
0.05,A,110000,MORTGAGE,7.14,0
0.05,D,42000,RENT,15.62,1
0.26,E,98000,MORTGAGE,16.45,1
0.04,B,48000,RENT,10.74,0
0.18,A,110000,MORTGAGE,7.88,0
0.18,A,110000,MORTGAGE,,0
0.13,C,110000,MORTGAGE,14.35,0
0.07,A,110000,MORTGAGE,6.76,0
0.07,A,110000,MORTGAGE,7.14,0
0.23,B,110000,MORTGAGE,11.49,0
0.04,A,48255,RENT,6.76,0
0.14,B,110000,MORTGAGE,10.25,0
0.04,B,49029,RENT,11.99,0
0.07,C,110000,MORTGAGE,13.85,0
0.06,B,110000,MORTGAGE,9.88,0
0.15,C,110000,OWN,12.73,0
0.26,B,98000,MORTGAGE,10.25,1
0.04,D,50000,RENT,,0
0.05,A,110000,MORTGAGE,8.59,0
0.26,D,83300,MORTGAGE,,1
0.05,A,44000,RENT,8.0,1
0.05,C,98000,MORTGAGE,13.22,1
0.04,C,50252,RENT,13.92,0
0.26,D,98000,MORTGAGE,,1
0.43,C,34800,RENT,14.27,1
0.43,A,35000,RENT,7.49,1
0.18,B,110000,MORTGAGE,11.14,0
0.11,A,110000,MORTGAGE,8.94,0
0.07,A,110000,OTHER,9.32,0
0.5,B,29976,RENT,10.25,1
0.42,A,36000,RENT,6.62,1
0.42,B,36000,RENT,,1
0.42,C,36000,RENT,13.49,1
0.42,B,36000,RENT,9.63,1
0.09,A,98000,MORTGAGE,9.63,1
0.18,C,110000,MORTGAGE,12.41,0
0.09,D,110000,MORTGAGE,,0
0.42,A,36000,RENT,7.66,1
0.42,D,36000,RENT,14.59,1
0.03,A,98004,MORTGAGE,8.49,1
0.14,A,110004,MORTGAGE,7.66,0
0.11,B,110004,MORTGAGE,10.36,0
0.42,C,36000,RENT,13.85,1
0.5,C,30000,RENT,11.66,1
0.23,B,110004,MORTGAGE,12.53,0
0.15,C,110004,MORTGAGE,,0
0.23,B,110196,MORTGAGE,11.49,0
0.09,F,110400,MORTGAGE,,0
0.42,B,36021,RENT,,1
0.36,B,28000,OWN,10.37,0
0.03,A,110400,MORTGAGE,7.49,0
0.11,A,110400,OWN,,0
0.11,B,110500,MORTGAGE,11.26,0
0.08,C,98656,MORTGAGE,13.06,1
0.25,A,111000,MORTGAGE,7.49,0
0.05,A,111000,MORTGAGE,5.79,0
0.14,A,28000,OWN,7.88,0
0.41,B,37000,RENT,10.25,1
0.48,D,31000,RENT,,1
0.08,B,111000,MORTGAGE,11.89,0
0.27,C,28000,OWN,,0
0.6,A,28000,OWN,7.88,0
0.13,C,111147,MORTGAGE,13.61,0
0.04,B,28000,OWN,10.99,0
0.09,A,111150,MORTGAGE,8.0,0
0.13,A,111239,MORTGAGE,7.9,0
0.18,B,111262,MORTGAGE,12.53,0
0.4,C,37818,RENT,13.48,1
0.47,C,32000,RENT,15.27,1
0.39,A,38000,RENT,7.88,1
0.39,E,38000,RENT,16.45,1
0.14,C,111996,MORTGAGE,11.78,0
0.39,C,38000,RENT,,1
0.18,B,112000,MORTGAGE,11.71,0
0.39,A,38400,RENT,6.17,1
0.04,A,112000,MORTGAGE,8.9,0
0.38,A,39000,RENT,9.63,1
0.05,B,112000,MORTGAGE,9.91,0
0.38,C,39996,RENT,13.06,1
0.14,A,112000,MORTGAGE,6.99,0
0.11,B,112000,MORTGAGE,11.99,0
0.03,A,112000,MORTGAGE,5.42,0
0.38,C,40000,RENT,14.27,1
0.03,A,112000,MORTGAGE,5.99,0
0.18,A,112000,MORTGAGE,6.91,0
0.38,B,40000,RENT,11.71,1
0.13,D,112000,MORTGAGE,15.31,0
0.44,B,34000,RENT,11.71,1
0.38,B,40000,RENT,10.99,1
0.08,A,112000,OTHER,9.32,0
0.03,B,85000,MORTGAGE,9.33,1
0.09,B,100000,MORTGAGE,9.64,1
0.38,A,40000,RENT,7.49,1
0.38,A,40000,RENT,7.88,1
0.05,C,112404,MORTGAGE,13.23,0
0.38,C,40000,RENT,14.22,1
0.08,C,112500,MORTGAGE,13.11,0
0.16,B,112500,MORTGAGE,11.14,0
0.38,A,40000,RENT,8.94,1
0.38,C,40000,RENT,12.87,1
0.21,B,112689,MORTGAGE,9.99,0
0.06,C,112774,MORTGAGE,13.06,0
0.31,B,112800,MORTGAGE,,0
0.18,A,112976,MORTGAGE,6.91,0
0.43,C,34988,RENT,13.98,1
0.2,A,113000,MORTGAGE,7.49,0
0.04,C,27600,OWN,15.27,0
0.19,B,113000,MORTGAGE,11.49,0
0.03,B,113000,MORTGAGE,,0
0.16,B,113000,MORTGAGE,11.99,0
0.37,C,41000,RENT,12.73,1
0.12,D,85850,MORTGAGE,15.99,1
0.11,A,113000,MORTGAGE,7.66,0
0.07,A,113000,MORTGAGE,5.79,0
0.2,D,85850,MORTGAGE,,1
0.07,A,101000,MORTGAGE,,1
0.22,B,113000,MORTGAGE,12.53,0
0.02,A,113000,MORTGAGE,7.4,0
0.36,C,42000,RENT,13.49,1
0.09,B,113000,MORTGAGE,,0
0.25,F,101000,MORTGAGE,17.46,1
0.11,C,113028,MORTGAGE,,0
0.22,B,113135,MORTGAGE,10.59,0
0.21,B,113200,MORTGAGE,10.62,0
0.05,A,113217,MORTGAGE,7.88,0
0.03,B,113316,MORTGAGE,,0
0.06,A,113676,MORTGAGE,6.99,0
0.13,A,113698,MORTGAGE,7.9,0
0.36,B,42000,RENT,11.83,1
0.15,B,114000,MORTGAGE,11.99,0
0.1,B,27560,OWN,11.49,0
0.05,A,114000,OWN,8.49,0
0.36,B,42000,RENT,11.58,1
0.07,C,114000,MORTGAGE,12.68,0
0.42,D,36000,RENT,15.05,1
0.09,B,114000,MORTGAGE,,0
0.13,A,114000,MORTGAGE,7.14,0
0.35,B,42300,RENT,11.99,1
0.04,B,114000,MORTGAGE,,0
0.25,G,102000,MORTGAGE,20.16,1
0.09,A,114000,MORTGAGE,9.32,0
0.13,B,114000,MORTGAGE,9.76,0
0.2,C,27336,OWN,13.23,0
0.41,D,36500,RENT,15.65,1
0.09,C,114600,MORTGAGE,13.06,0
0.04,C,114996,MORTGAGE,13.49,0
0.28,B,27168,OWN,9.99,0
0.19,D,102996,MORTGAGE,14.54,1
0.21,B,114996,MORTGAGE,10.62,0
0.09,C,115000,MORTGAGE,14.27,0
0.35,A,42900,RENT,,1
0.17,C,115000,MORTGAGE,13.49,0
0.03,A,115000,MORTGAGE,6.03,0
0.35,A,43000,RENT,8.49,1
0.21,A,115000,MORTGAGE,7.9,0
0.35,B,43000,RENT,10.99,1
0.4,G,37680,RENT,19.82,1
0.13,A,115000,MORTGAGE,6.03,0
0.39,B,38400,RENT,10.65,1
0.16,A,115000,MORTGAGE,7.51,0
0.04,C,115000,OWN,14.27,0
0.06,C,115000,MORTGAGE,,0
0.17,C,115000,MORTGAGE,13.49,0
0.33,A,45000,RENT,7.9,1
0.07,A,115000,MORTGAGE,8.49,0
0.1,A,115000,MORTGAGE,5.99,0
0.05,A,115000,MORTGAGE,5.42,0
0.09,B,115000,MORTGAGE,10.59,0
0.3,D,115000,OWN,16.89,0
0.07,A,115000,MORTGAGE,6.99,0
0.33,A,45000,RENT,7.49,1
0.15,B,103000,MORTGAGE,9.63,1
0.33,A,45000,RENT,7.29,1
0.33,B,45000,RENT,10.37,1
0.38,D,39000,RENT,15.28,1
0.33,B,45000,RENT,8.88,1
0.12,A,115000,MORTGAGE,7.29,0
0.17,D,115000,MORTGAGE,15.65,0
0.17,A,115000,MORTGAGE,6.91,0
0.33,B,45000,RENT,,1
0.03,A,115000,MORTGAGE,7.88,0
0.01,A,115000,MORTGAGE,6.76,0
0.09,A,115000,OWN,7.51,0
0.33,C,45000,RENT,13.48,1
0.07,A,115000,MORTGAGE,7.51,0
0.05,B,115000,MORTGAGE,10.75,0
0.38,D,39000,RENT,16.07,1
0.14,C,103000,MORTGAGE,13.57,1
0.07,F,115000,OWN,19.13,0
0.16,D,103000,MORTGAGE,,1
0.38,B,39000,RENT,12.21,1
0.33,C,45000,RENT,12.84,1
0.11,B,115000,MORTGAGE,11.83,0
0.13,C,115000,MORTGAGE,12.87,0
0.13,B,115000,MORTGAGE,11.48,0
0.33,C,45000,RENT,,1
0.38,D,39000,RENT,15.37,1
0.17,C,115000,MORTGAGE,13.16,0
0.22,C,115000,MORTGAGE,12.53,0
0.17,B,115000,MORTGAGE,10.83,0
0.38,D,39000,RENT,12.92,1
0.12,A,115200,MORTGAGE,6.62,0
0.04,C,115200,MORTGAGE,11.97,0
0.32,C,46890,RENT,12.99,1
0.03,D,115500,MORTGAGE,16.29,0
0.32,A,47000,RENT,7.9,1
0.09,A,115500,MORTGAGE,7.75,0
0.09,A,115600,MORTGAGE,7.29,0
0.08,B,115731,MORTGAGE,10.74,0
0.06,A,115731,MORTGAGE,7.14,0
0.1,B,115800,MORTGAGE,10.99,0
0.32,E,47000,RENT,18.64,1
0.3,D,116000,MORTGAGE,17.58,0
0.14,D,116000,MORTGAGE,15.62,0
0.1,B,116000,MORTGAGE,10.25,0
0.32,B,47000,RENT,11.48,1
0.06,A,31000,RENT,8.32,0
0.17,B,116000,MORTGAGE,9.96,0
0.12,C,116004,MORTGAGE,12.99,0
0.05,A,33000,RENT,5.42,0
0.17,B,116004,MORTGAGE,12.21,0
0.05,B,33195,RENT,11.99,0
0.11,B,26400,OWN,10.59,0
0.05,A,33660,RENT,7.51,0
0.05,B,34000,RENT,11.49,0
0.05,A,116700,MORTGAGE,8.49,0
0.05,B,35000,RENT,10.59,0
0.24,D,104736,MORTGAGE,14.11,1
0.36,A,26400,OWN,7.49,0
0.05,A,35000,RENT,7.14,0
0.11,D,26400,OWN,14.54,0
0.09,A,117000,MORTGAGE,,0
0.05,B,35000,RENT,11.36,0
0.09,A,117000,MORTGAGE,6.92,0
0.06,A,30000,RENT,8.49,1
0.04,D,117000,MORTGAGE,14.54,0
0.3,A,26400,OWN,5.79,0
0.06,B,117000,OWN,10.74,0
0.03,B,117000,MORTGAGE,10.74,0
0.05,A,117000,MORTGAGE,7.51,0
0.12,A,117000,MORTGAGE,,0
0.24,B,89250,MORTGAGE,12.53,1
0.12,E,117000,MORTGAGE,15.68,0
0.28,C,26400,OWN,13.61,0
0.05,A,37500,RENT,8.94,0
0.06,D,117000,MORTGAGE,13.24,0
0.07,A,117014,MORTGAGE,7.29,0
0.13,A,117696,MORTGAGE,6.03,0
0.15,E,117996,MORTGAGE,17.04,0
0.24,A,118000,MORTGAGE,7.9,0
0.05,C,34000,RENT,,1
0.21,A,118000,MORTGAGE,7.9,0
0.04,C,40000,RENT,13.23,0
0.04,A,118000,MORTGAGE,5.42,0
0.2,E,90100,MORTGAGE,,1
0.29,A,26300,OWN,6.62,0
0.13,A,118000,MORTGAGE,7.88,0
0.21,B,118000,MORTGAGE,11.12,0
0.1,C,118000,MORTGAGE,13.11,0
0.32,C,47000,RENT,12.04,1
0.12,A,118000,OWN,7.88,0
0.23,A,26232,OWN,6.03,0
0.02,A,118000,MORTGAGE,7.12,0
0.21,B,118189,MORTGAGE,11.49,0
0.31,C,48000,RENT,15.96,1
0.04,A,118443,MORTGAGE,,0
0.13,B,118450,MORTGAGE,10.37,0
0.13,C,118812,MORTGAGE,13.35,0
0.36,C,42000,RENT,15.27,1
0.29,D,119000,MORTGAGE,16.49,0
0.22,E,107000,MORTGAGE,19.69,1
0.36,B,42000,RENT,9.63,1
0.31,C,48000,RENT,,1
0.31,A,48000,RENT,6.91,1
0.08,A,119000,MORTGAGE,7.74,0
0.13,D,119000,MORTGAGE,14.42,0
0.1,A,119496,MORTGAGE,7.88,0
0.2,A,119500,MORTGAGE,7.51,0
0.03,B,119500,OWN,12.18,0
0.27,A,26000,OWN,7.49,0
0.08,B,120000,MORTGAGE,9.91,0
0.31,B,48000,RENT,,1
0.31,B,48000,RENT,10.75,1
0.31,A,48000,RENT,7.51,1
0.31,B,48000,RENT,11.48,1
0.08,A,120000,MORTGAGE,6.03,0
0.19,A,120000,MORTGAGE,6.62,0
0.31,B,48000,RENT,11.89,1
0.17,A,120000,MORTGAGE,7.9,0
0.05,A,120000,MORTGAGE,8.9,0
0.21,B,120000,MORTGAGE,12.69,0
0.04,B,120000,MORTGAGE,11.71,0
0.31,B,48800,RENT,11.36,1
0.35,D,43000,RENT,15.57,1
0.31,B,49000,RENT,12.18,1
0.3,A,49812,RENT,6.17,0
0.03,C,120000,MORTGAGE,14.27,0
0.07,B,120000,MORTGAGE,12.69,0
0.07,B,120000,MORTGAGE,11.71,0
0.3,A,50000,RENT,6.03,0
0.17,A,120000,MORTGAGE,7.9,0
0.23,A,120000,MORTGAGE,7.9,0
0.02,B,120000,MORTGAGE,12.42,0
0.13,C,120000,MORTGAGE,14.65,0
0.09,D,108000,MORTGAGE,,1
0.3,B,50000,RENT,9.91,0
0.3,C,50000,RENT,13.49,0
0.08,A,120000,MORTGAGE,6.62,0
0.13,D,25920,OWN,15.99,0
0.08,B,120000,MORTGAGE,9.91,0
0.03,B,120000,MORTGAGE,10.65,0
0.24,B,25899,OWN,12.69,0
0.04,A,120000,MORTGAGE,8.9,0
0.06,D,120000,MORTGAGE,15.62,0
0.04,A,120000,MORTGAGE,8.49,0
0.05,C,120000,MORTGAGE,13.49,0
0.07,A,120000,MORTGAGE,5.42,0
0.34,B,44000,RENT,11.11,1
0.25,B,120000,MORTGAGE,11.49,0
0.14,D,120000,MORTGAGE,15.62,0
0.08,A,120000,MORTGAGE,5.99,0
0.3,B,50000,RENT,10.37,0
0.07,B,120000,MORTGAGE,,0
0.09,E,91800,OWN,19.29,1
0.14,B,108000,MORTGAGE,11.49,1
0.17,C,120000,MORTGAGE,13.49,0
0.1,A,120000,MORTGAGE,5.42,0
0.08,F,120000,MORTGAGE,20.99,0
0.04,C,120000,MORTGAGE,14.79,0
0.17,B,120000,MORTGAGE,9.99,0
0.04,A,120000,OWN,5.42,0
0.05,A,120000,MORTGAGE,6.99,0
0.3,C,50000,RENT,13.61,0
0.1,A,120000,MORTGAGE,7.49,0
0.13,A,120000,MORTGAGE,6.99,0
0.3,A,50000,RENT,7.88,0
0.05,D,91800,MORTGAGE,15.99,1
0.05,B,120000,MORTGAGE,9.99,0
0.34,D,44000,RENT,14.59,1
0.3,B,50000,RENT,11.36,0
0.04,A,120000,MORTGAGE,5.99,0
0.17,C,120000,MORTGAGE,12.99,0
0.03,B,120000,OWN,10.59,0
0.18,A,120000,MORTGAGE,7.49,0
0.03,A,120000,MORTGAGE,5.42,0
0.11,B,120000,MORTGAGE,10.99,0
0.12,A,120000,MORTGAGE,7.49,0
0.04,C,120000,MORTGAGE,13.49,0
0.07,A,120000,MORTGAGE,7.29,0
0.08,A,120000,MORTGAGE,5.42,0
0.3,C,50004,RENT,13.72,0
0.3,D,50004,RENT,15.05,0
0.13,B,120000,MORTGAGE,,0
0.15,B,120000,MORTGAGE,,0
0.12,B,120000,MORTGAGE,10.74,0
0.34,B,44172,RENT,10.37,1
0.3,B,50400,RENT,10.75,0
0.23,B,120000,MORTGAGE,10.74,0
0.3,B,50500,RENT,11.14,0
0.08,B,120000,MORTGAGE,10.37,0
0.08,A,120000,MORTGAGE,5.42,0
0.05,A,120000,MORTGAGE,,0
0.14,A,120000,MORTGAGE,7.66,0
0.29,B,51000,RENT,11.11,0
0.05,C,120000,MORTGAGE,13.06,0
0.24,A,25000,OWN,7.51,0
0.29,B,51000,RENT,11.12,0
0.2,D,120000,MORTGAGE,16.02,0
0.29,C,51000,RENT,13.48,0
0.13,B,120000,MORTGAGE,10.37,0
0.13,D,120000,OWN,15.28,0
0.08,B,120000,MORTGAGE,,0
0.11,B,120000,MORTGAGE,9.99,0
0.21,B,120000,MORTGAGE,,0
0.09,E,91800,MORTGAGE,16.32,1
0.29,A,51500,RENT,8.49,0
0.2,A,25000,OWN,6.03,0
0.34,A,25000,OWN,6.03,0
0.29,C,51996,RENT,13.22,0
0.08,A,120000,MORTGAGE,5.42,0
0.07,C,120000,MORTGAGE,13.72,0
0.33,D,46000,RENT,16.0,1
0.29,C,52000,RENT,14.26,0
0.21,D,120000,MORTGAGE,15.2,0
0.29,B,52000,RENT,12.18,0
0.21,C,120000,MORTGAGE,13.72,0
0.03,A,120000,MORTGAGE,5.42,0
0.29,B,52500,RENT,10.37,0
0.08,A,120000,MORTGAGE,5.42,0
0.04,C,108000,MORTGAGE,,1
0.12,A,120000,MORTGAGE,,0
0.03,A,120000,MORTGAGE,6.39,0
0.08,A,120000,MORTGAGE,,0
0.05,A,120000,MORTGAGE,6.76,0
0.07,C,120000,MORTGAGE,13.61,0
0.14,D,91800,MORTGAGE,16.32,1
0.29,B,52596,RENT,10.74,0
0.04,A,120000,MORTGAGE,6.39,0
0.08,A,120000,MORTGAGE,7.88,0
0.03,A,120000,MORTGAGE,7.14,0
0.07,C,23000,RENT,,0
0.08,A,120000,MORTGAGE,7.51,0
0.04,A,120000,MORTGAGE,7.14,0
0.07,A,23000,RENT,7.68,0
0.06,B,25000,RENT,9.99,0
0.1,A,120000,MORTGAGE,7.51,0
0.06,C,25000,RENT,12.98,0
0.06,C,25000,RENT,12.53,0
0.06,C,25200,RENT,,0
0.06,D,26000,RENT,16.29,1
0.05,A,120000,MORTGAGE,6.76,0
0.08,D,120000,MORTGAGE,14.59,0
0.06,B,26880,RENT,11.12,0
0.06,A,28150,RENT,6.39,0
0.06,A,28800,RENT,6.62,0
0.05,B,29124,RENT,10.83,0
0.08,C,120000,MORTGAGE,12.73,0
0.13,C,120000,OWN,13.11,0
0.05,D,30000,RENT,16.29,0
0.15,C,91800,MORTGAGE,14.22,1
0.13,B,120000,MORTGAGE,10.25,0
0.05,A,31000,RENT,9.32,0
0.17,C,120000,MORTGAGE,13.85,0
0.21,D,120000,MORTGAGE,15.31,0
0.17,C,120000,OWN,14.26,0
0.7,C,25000,OWN,14.22,0
0.2,B,25000,OWN,9.88,0
0.06,A,29000,RENT,7.88,1
0.04,C,37500,RENT,11.03,0
0.05,D,32000,RENT,14.46,1
0.12,A,120000,MORTGAGE,8.94,0
0.08,B,25000,OWN,10.99,0
0.52,A,25000,OWN,7.88,0
0.14,A,120000,MORTGAGE,8.94,0
0.05,C,32400,RENT,13.98,1
0.17,E,120000,MORTGAGE,,0
0.15,A,120000,MORTGAGE,8.94,0
0.13,A,120000,MORTGAGE,8.94,0
0.08,C,120000,MORTGAGE,13.22,0
0.17,E,120000,MORTGAGE,17.74,0
0.13,A,120000,MORTGAGE,,0
0.21,F,120000,MORTGAGE,18.53,0
0.32,A,25000,OWN,8.59,0
0.17,C,120000,MORTGAGE,13.79,0
0.04,B,45000,RENT,10.08,0
0.03,C,48000,RENT,13.98,0
0.13,B,120000,MORTGAGE,12.21,0
0.03,C,48000,RENT,14.26,0
